HITId,Input.text,Answer.sentiment.label
32PT7WK7DMMFMQXSIOQXTIZIUUH3DK,Apparently self surgery makes you a sociopath I feel so attacked right now... first of all minor surgeries shouldn't really count,Private
3BPP3MA3TCR1U01HKP5HVMBKUS8LE8,@RadcliffeMatt @kristen_knick Why tf you gettin surgery then,Private
3AC6MFV69KPXJZ9NPR4WO4JV1H7ZHK,Post a video of the ride home after my surgery??,Private
3HRWUH63QU9RMHB9L1ST4K9WMUA5NU,@ViralStove Plastic surgery.... excessive btw! She looks like a lifeless plastic doll,Private
3QD8LUVX4X5WYBPDN7F22M0UO8JX55,@SteveScalise Praying for your successful recovery from this surgery. God Bless You ????????,Private
3V0TR1NRVA926FDKYS4EDMJINRF4A3,"Please pray for my grandpa Bob Hiatt. Broke his hip, having surgery tomorrow afternoon. Thanks Scott Hiatt",Private
34ZTTGSNJXVO578W2VLJXB7RWENQHI,@BlackFranFine Outpatient! He had knee replacement surgery but he?s getting discharged tomorrow,Private
3QQUBC64ZEL0O0VJR7BOW30GFTJNXL,"hey guys, my dad has to get emergency heart surgery tomorrow, if you could keep him in your thoughts/prayers that would mean a lot",Private
3BCRDCM0OD1MXFQKT7AI4Y6SOUFK6J,I get ACL surgery next Thursday lol rip,Private
3TL87MO8CMWT0E1DF0PND4WK6TNLFQ,@youmessupaaron So is a gender assignment surgery,Private
3EPG8DX9LKXRP2NM1G5L89ERM9B5PQ,She's just back home from surgery ??,Private
3TX9T2ZCB98FGP4CKQQWP7TIG5LZWL,@lqjoonpics It looks like he just did surgery on someone LOL,Private
3566S7OX5DQ3VEI3479S5XAPAZZ712,"@SenToomey my mom just had surgery, reminding me of the importance of voting you out of office in 1675 days to save Medicare",Private
3K3G488TR2FCPEO11TKA8E41R5X5QH,@corbynbesson Hey... I just got news that my mom is getting surgery and I don't know when but could you please give a little comforting? ??,Private
3L55D8AUFA46X1O27DOCZ6DDIVZYCK,@SteveScalise Prayers for a smooth surgery and speedy recovery.,Private
3W3RSPVVGSYIJWY3APKMZ4XNGG2ULY,my official top surgery date is may 16 ??????,Private
3538U0YQ1F1CKABO9ULNHI2367X3FV,"@aphrodisivc nah i meant like noticeable like ""oh yea she definitely got surgery"" like when you see them white lady collagen lips lol",Private
3ZFRE2BDQ9LU5P92UVMIRQ7PP7RZXE,@Angels Nate Smith is out for the season because of his surgery. So doubt a team would pick him up,Private
3IWA71V4TINSHFPRSQP7USEUK3UX6L,I really performed an ingrown toenail surgery on myself ??,Private
3V0TR1NRVA926FDKYS4EDMJINRFA49,"@AustenLionheart You will be just fine, sir! Prayers rising for a successful surgery and speedy recovery!",Private
3TL87MO8CMWT0E1DF0PND4WK6TNFLK,"If everyone could say a prayer for my dad tonight, he's having a risky heart surgery in the morning ??",Private
38DCH97KHH9KWD3MQVO49ON696RQJN,@JenniferJJacobs Has to be: What?s the deal with the scalp reduction surgery?,Private
31GN6YMHLPZIFDIYPYWOTEWFTQKWSC,@MichaelThames7 @WhiteHouse @janiek13 Gender affirmation surgery is not the same as a nose job or butt implants lol,Private
3ABAOCJ4R8BAXL97TS1WPGFND0MMQN,jack telling the surgery story to kate.. catch me crying,Private
3DA79LNS592M3FTP4EQCYMH4XG4T3S,@patersonjeff I thought Tanev was playing or has he elected to get the dental surgery over with?,Private
3BFNCI9LYKXZ5HWIRBNBTQPM8JD73U,@SteveScalise Good luck with your surgery tomorrow. Sending prayers from NOLA.,Private
3MIVREZQVH5F7X948GOGA3NJOVRQKM,@JayyBee_24 Lol idk I tore it a month ago I get surgery next week,Private
3EKZL9T8Y8TKB6YDXDKOD6IASZMCHZ,"@SteveScalise My best thoughts and prayers to you, sir, for success and fast recovery with your surgery.",Private
322ZSN9Z5GR7LBCT4SVV8R9ABG0T4D,@alesiavsworld What does thyroid surgery do?,Private
31YWE12TE0JBLF3WB0UZ06EQFEEX7K,@_jyotiM Aww man be careful! Hope its an easy process! When?s the surgery?,Private
3YZ7A3YHR50O2U3ETX9F3EJ29TI5S6,Happy to say I?m fully recovered from my collarbone injury/surgery! Time to hit the weights and get ready for spring ball! ??????,Private
307FVKVSYRMKNDFMRPSU3VHSMJ974F,12/11/17 I met with my surgeon and looked over my MRI results and scheduled surgery for that coming Thursday.,Private
3IKDQS3DQE7K719X3V29DIJPSC1CIS,Having surgery is the most annoying process of my fucking life.,Private
3QTFNPMJC6PPTVVYSPZ9TOGRNTHNZI,@Hope012015 Emergency quadruple bypass surgery coming ??,Private
33K3E8REWW2FLT8FL5M5E6ALQYKX87,Why the heck am I so excited for my order of bags to arrive? Things no one warned me about #ostomy surgery number 2547632,Private
3RHLQY6EDTB04MGWI2VG3NRO8UC4D5,My poor dog needs surgery or else he will die what the fuck noooo,Private
31MCUE39BKTIYA7JKER5Z32F7MX3GU,@JJFandoms @MingNa She blows out a knee and barely has a scar from the surgery apparently. Maybe she's half celestial?,Private
3R15W654VD0QR3RMTG0HP30YDVWQLP,"@rjaiken106 dammit I forgot in all the madness, was working week after Christmas and then had surgery last week :((((",Private
3LCXHSGDLTDOYDW74Y2I78PFMMGESF,"@Mofrodo Thanks, Mo! He goes for his surgery consult on 15th",Private
35NNO802AV33Y56OSLBNTTD1RGFING,My surgeon knows me so well when I scheduled my surgery today he was like you're going to show up right? Haaaa maybe...,Private
32LAQ1JNT9W62968JYMDLV74ATOUT1,"@teh_stonefish @Fanfeud @FF_Surgery @hailcheaters @fmlfpl @WGTA_FPL And of course ours, @thepuntpod",Private
3UUIU9GZC5CPHUGTIXE5DJFOBCW5TV,@jenellousofwhat Wedding band on her middle finger but no wedding ring? She probs just forgot to put it back on after her surgery,Private
3DWGDA5POFB564JZM5C8BBQSWH61VO,Gonna make some treats for my friend's mom as she recovers from surgery. Suggestions?,Private
34YWR3PJ28HX343CQ19QLR437090XO,@MachineGunEmmy Bunion surgery support group ??????,Private
3UQVX1UPFSOW2O0F2COXV1A7UR802D,if I get bumped another day for surgery I swear to god the next time I see my doctor ima hurl my filled piss jug at him,Private
38G0E1M85MCLF1AXOTMSMDVP7E4VUI,Today?s surgery didn?t go as planned. A follow up procedure will have to happen later in the week. I am just ready for this to be over with.,Private
3M0556243SRJOE4YRD52QW09BONFNM,"@MichelleDBeadle Any more plastic surgery lately, dog face?",Private
3P4C70TRMROZEEX8QKV5VPWW78NLGP,"if you don?t come see me when i?m home from surgery, we?re not friends .. not sorry",Private
3CZH926SICL5WSUWEX60959986D4EY,@Missy96700692 Thinking of you and wishing you well with your surgery,Private
3AFT28WXLF9LGQ60T0B08ID6HQKIOV,"getting a minor surgery on my neck on friday, don?t know how to feel about it",Private
3KQC8JMJGCZWY62U4K9NK3EGMMA3HT,Is Delon grabbing the same shoulder that he had surgery on?,Private
3XWUWJ18TLXL2MLXJ3CNQRT6T7VUUS,I hiked on my leg for the first time since surgery today we out here !!!,Private
3Z3R5YC0P3UHJR9IO9REZV61069FTN,i?m the one who got the surgery but dad sleeps like he is dead,Private
32L724R85LR31QI180OFXIIWRVGIPC,today i learned that i could take my goldfish in for surgery for 500$ if he ever chokes on a pebble :) #factoftheday,Private
3P520RYKCHD4H7VII24FIF1QUQ35UM,Cool. Knuckle is sideways stuck in the middle of my hand. Y?all said it wasnt even broke now I need surgery that?s chill!!,Private
33P2GD6NRNZ2U4A1PQ1M1PVIX8VKHK,@Clintus when is baby surgery,Private
386659BNTLOPD3IJJ8OJQI022LU10X,@FrumbleJ @KathyPrincipe1 @freckle_red @dmully74 @xychelsea @PilferYourHeart Thus the surgery and hormone replacement,Private
37PGLWGSJTD2QZLLV8J711WXXLAKID,@90MAAT_ @Fanfeud @FF_Surgery @hailcheaters @WGTA_FPL Thanks.,Private
3UUIU9GZC5CPHUGTIXE5DJFOBCVT5I,@kyulkyungs Oh wow siyeon looks like got eyelid surgery but ok,Private
3V8JSVE8YYXLUZ8G34U7PUDG37CYED,Damn so much shit went down in the past hour and my post surgery on pedmeds swollen self cannot handle it,Private
3PA41K45VNB6C615P9KI6TSNDF5P7O,"@Twili603 I had the gastric sleeve surgery in 2014, it changed my life!!",Private
32204AGAABJXSIEIZZG73X3PQREHGE,@LandOfSteve did watson have a surgery in college too? trying to look online for it.,Private
388CL5C1RJUDEASJAQDNGP8XM80LHO,Actually think about breast reduction surgery. My back hurts too much,Private
3EQPA8A3743TA54DDR7H0HZAE9BZJP,"I read 'bariatric surgery for teens' somewhere. Wow! I mean seriously, wow! Quite a lazy generation I suppose.",Private
37SQU136V7VPKS31FRSJ4NJC7D0110,finally scheduled my surgery! Friday I'm waiting for you,Private
3LN50BUKPVI5RRQ7T3LSPYAO8ZAPLX,"I mean, she looks great, besides the huge incision across her abdomen. I just don?t think all that surgery is the healthiest way to go.",Private
3BJKPTD2QCJEMHERF4R8GKKK3UKRTU,It's an easy surgery for a doctor. It was allright to bear it for my boy. But he is suffering from the pain after it.,Private
34XASH8KLQTPX98STFM7PBPD840PMZ,"I don't believe in plastic surgery, but in your case. Go ahead.",Private
3ABAOCJ4R8BAXL97TS1WPGFND0MQMR,@mojorizn1 Well Cam was hurt and had surgery. So let's fire a couple of coaches.,Private
36U4VBVNQOKTMUTGF9HILG6MM8RRUL,If somebody said you can get surgery right now for free I probably wouldn?t do it im so scary ??,Private
39N6W9XWRDUJED479ZKVPXYSGNRYGU,"@RealJamesWoods Glad to hear, if socialized medicine was around then you would've waited a week for surgery #necrotictissue #amputation",Private
3D17ECOUOE2LUVHG2V62SGY95XE13S,@DConsRetreat I?m still happy with Sunsurge. But I won?t feel as bad doing head surgery on a KO.,Private
39I4RL8QGJOHG2LY4YE6U86M0M54HE,i? have been crying for almost 3 hours straight. i?m fucking psychotic. i? have surgery mad early in the morning and it?s driving me insane.,Private
3OB6JN3A9QWA9MO767QWU6PS9MOMRO,Another awful night where the stitches from the surgery are pulling so hard that I can't fall asleep,Private
3URJ6VVYUPUR8J7L8B9WEH3NC8JO4M,Mah friend has surgery I can?t just cut mah phone off cuz I gotta be supportive,Private
3MDKGGG61QUL0YG7NGOA5PTO776T6Y,Lets see how fast my GPA drops once i have to get this surgery mid-semester LOL,Private
3SMIWMMK61CYUQA2E3RO8FE3EN6UWR,@SteveScalise Thoughts and prayers for a successful surgery and speedy recovery!,Private
3RSBJ6YZECX16Z4ASS5F5L0E1YSFO1,"TransFact: For MtF, douching starts, after removal of packing, 1 week after surgery, every other day for the 1st 3 wks, then 1-2 x wkly",Private
3TCFMTM8HEVW9DLXYVSX96THZJE12H,"As a note, this means my surgery, which I'm already on a tight timeframe for due to my moving plans, could be delayed by a month.",Private
3KL228NDMVTOU8FQ5KJ4GPJHI8IKGL,recovering from surgery pray for ya boy. I'm sure I'll get bored and actually use Twitter now that I can't distract myself with work rofl,Private
35ZRNT9RUI56QNOH8X4D4CBHY8NO31,Just finned talking to my grandma after the long surgery that she took.. I hope that She'll be better soon ??,Private
3SV8KD29L4ZOLPAVVC7T1WZNTYBZKO,I gotta have surgery Thursday ??????,Private
3KVQ0UJWPXSH9BKND2JG03MNF6E5WL,Going to see all my beautiful friends in the plastic surgery field Just hang out,Private
3ECKRY5B1Q3XFUK7V9MHOGKA1UNIZX,Back to the specialist tomorrow to get this shoulder sorted again ?? guarantee I end up having surgery again!,Private
3JYPJ2TAYIFJRZGB7SIUUL54B3OFPI,Gone Have To Schedule This Surgery Some Time ?????????,Private
38G0E1M85MCLF1AXOTMSMDVP7E4UVH,Exciting day today. Threw a ball (very gently) for the first time in 13 months since shoulder surgery.,Private
3SR6AEG6W50XE9ZIT52DAXATVN4YHT,@Danny42324030 @JoeTrezz Yes because he pitched to a 6 ERA last year when he was hurt and eventually needed surgery.....,Private
3J06WJ78HNRLSGZXTJWXIZX8LLDVV7,@TheGoodGodAbove God if you would just fix her face so she didn't have to get more surgery she wouldn't con people out of their money,Private
3BKZLF990Z6AR2YLCVP7JB2UMA0YQP,@melodyguy1 How long are you going to be in town Kyla's having surgery the 16th. I know she wants to see you.,Private
373L46LKP7DYLA5RDQ47D2BXA0ZKJP,now is ball szn and I tore my ACL and I have to get surgery soon..,Private
3PCPFX4U40X4RBHQ75XJUQVEGZAFQ9,@DNAphil Ouch! Hope the surgery goes well. :(,Private
336OE47KI2RY75Z2JT1T41GMSUFVWH,Sat in the ER for 5 hours for them to tell me I need to go to hand specialist and get surgery..,Private
3ZTE0JGGCEZU3NK01QFEXFFB4L0CON,"Was going to procure a copy of #Thunderhead after procedure,but it turned into surgery. #nothunderheadforme",Private
3LAZVA75NIYH55SY4XQ8L26PSUNO2Q,"Did you know? In 2016, nearly 50,000 Americans had their sight restored through cornea transplantation surgery. #DonateLife #GiftOfSight",Private
33CLA8O0MII43CWQKKMJZG5JCLCFRA,Katie is seriously the best. She took me to my surgery and took care of me all day. I love that woman so much ??,Private
3RDTX9JRTY8LKJLY8KOLK3S88BN79B,@adilmomin786 Yea they said he tore the other knee. College pays for recovery from injury so he probably opted for the surgery,Private
3D42WVSDH82D0D8CYFED7CYGF8RYFV,"I think I'm about to call it the night/evening... I'm sleepy. Had a great workout earlier, and is going everyday til surgery",Private
3P6ENY9P793BO9KDPNGAO9G5546HI6,@redfarmer1 Sorry to here Wayne. Lots of peps getting carpal surgery this winter. You?ll be better in no time. Keep your chin up.,Private
3VZYA8PITO5O1LJ2KVQVT8DJE1Z05E,yay for surgery tomorrow ????,Private
3QX22DUVOOO22T5OFRV6V3EVUS1MVH,@rumeruwu @internettara @LampoPaisano Kyon Episode 1 Bicycle I'll have plastic surgery to fix my butt chin,Private
3MJ28H2Y1EF942BLMGS6J991C4EO5R,I literally hate trying to function like an actual human being after my ACL surgery.. id rather do anything??,Private
3YD0MU1NC28ZP2V30Q2LGY3SET57AQ,I thought if you got a surgery you were ineligible for #transformationtuesday,Private
3NSM4HLQNR11I07ZLL8D6PZSN1JQQE,Big day tomorrow. Should know when Dad's second major surgery in under a year will be.,Private
3C8QQOM6JP8DA533G8V8G19CMLFLIH,"@TwitchyTeam That's OK. ""It's"" not so adorable & should still be in jail, &amp; taxpayers shouldn't have had to foot the surgery bill.",Private
3UAU495MIIZQPH10NH0ERL1HBL7UOF,@archeblades @UtahJazzGaming I?ll try and be there the 27th I get surgery the 22nd,Private
3VGET1QSZ06WWFY61VYDYN0J6C8W7Q,i wonder when i?m gonna get this 4th surgery..,Private
3PKJ68EHDN37JK4J751A0AV5IJVHJI,Sjsjsj the days of fighting Blackjacks accusing SNSD had plastic surgery by bringing up Park Bom,Private
3M4KL7H8KVUKRE4YLX40ZJATFOG16Y,i want a reduction or complete top surgery bc they are like sand bags,Private
30P8I9JKOIS4UMKINSEKE1398XC5VB,"@BanksKelli @neiltheknee The summer will solve most of the knee problems indeed ?? How long ago was surgery, Kelli?",Private
3XBXDSS888QA00SYFUV9JBWRAYJXLT,@FoxNews Man you should still be in jail as guy. I resent paying for your selective surgery. Your a traitor man.,Private
3H5TOKO3D9Q1JD1H8FN2XHHWR8Q64G,i get there on the 30th and their surgery is the 31st i'm gonna take so many vids of them being high on meds,Private
3QREJ3J43344G0TRGBGKTHOPEP4LKS,@k54567764 I have a yoga thing. But haven't done it since my leg surgery. I need to.,Private
3A3KKYU7P3OFHI5T5102H5X9113MWR,@DNAphil I hope that surgery goes smoothly!,Private
3MG8450X2OH8AHD12HDTGL67LQ3UPW,if everyone could say a prayer or two for my brother?s surgery tomorrow morning i?d appreciate it!!!!,Private
3566S7OX5DQ3VEI3479S5XAPAZ017X,"Jack's out of surgery, little worse than expected but the doc said as long as he doesn't have any hiccups over next 7 days he should be fine",Private
3OQQD2WO8IDWU1DEA2R8KFFVMZP3IM,"@BlakeRechkemmer @LoganMacke Ohhh so you finally got that dick enlargement surgery, congrats I'm so proud of you !",Private
386659BNTLOPD3IJJ8OJQI022LU01W,"Is robotic surgery. Burning Man sets out to cops everywhere, but warns of dangers when citizens get them.",Private
3VAOOVPI3ZZF06B91BSL8H143P9LLV,@SteveScalise God watch over you during your surgery! Prayers for you and your family!,Private
37VUR2VJ6AW97VDZVOH3LJ23BAR1CQ,"I asked my mom could I get plastic surgery on my nose, she cussed me out",Private
35F6NGNVM8Q44YUC6QT2B3TK2IQT7X,If I have to shave part of my hair for surgery should I just dye it some crazy color? I mean might as well just be totally out there,Private
3XDSWAMB22ZXOZXGG37IMKABJMICQV,"@MildlyAmused Well, if he ever needs knee surgery, he can just bite down on a rag, right?",Private
3QD8LUVX4X5WYBPDN7F22M0UO8K5XE,Your plastic surgery consult is in a storage unit. #ObviousRedFlags,Private
3IQ9O0AYW661TIB8PHXZ2SJTGY1ITH,"prayers for my grandma please, she fell today and dislocated and fractured her shoulder. she will be going into surgery at anytime now",Private
3CO05SML7VCD68H0H23YW9IF6JNR0I,@RawsonAmber If ya wanna drive to Sigel to come get me before bc mom won't let me drive until 24hours after my surgery ??,Private
3GITHABACYSZNKSM3IQV6D6K2KIN2A,Nervous for my surgery tomorrow,Private
3W5PY7V3UPET5FU8H55YMAQ88F8YJY,So had surgery am awake waiting to be discharged,Private
3PKVGQTFIHRA33DLPAE7O1CZIW2RYJ,@tobi_rulez Yea she hid herself through that surgery,Private
3OEWW2KGQJI48FQE1MAPHLXTPLCODZ,Getting surgery in 10 days....,Private
32TZXEA1OLR6CR0K29BL2LQFJXA14D,@SteveScalise @TRUMPMAGA4LIFE Sending you love and prayers for a successful surgery and a speedy recovery ????????,Private
329E6HTMSW9N0W32A5CKXVU8E3E3KX,watching lululemon girls painstakingly merch their front window as if they're doing heart surgery makes me laugh,Private
39WSF6KUV2S90L4EXHL9N3FEPXDOES,The shit I have to put in my eyeballs before laser surgery is weird af people,Private
37SOB9Z0SS4YK2LKV5OLCV7N33J3L0,@OH_mes Didn't Heize went into surgery recently?,Private
3KVQ0UJWPXSH9BKND2JG03MNF6DW5B,Wait for me to start complaining after surgery fuckin hell ?? y'all ain't prepared,Private
3DQYSJDTYLIWUUI6Y8856G6711IXE6,@GoodDrWriters @EmilyHinkler @ElizabeeHinkler Great to know u guys woke up from the surgery??????????????,Private
3HEM8MA6H9JGIO6KL8TO6K9II5XQPN,@starvingvenom I'm going for that chest piece after I get top surgery,Private
3EKTG13IZUAZ6OTU1NT08UGT3UZLMX,@xychelsea @PilferYourHeart Too bad the former sorry excuse for a President provided you with your free surgery and a pardon.,Private
3RSBJ6YZECX16Z4ASS5F5L0E1YSOFA,@DNAphil Dang! Here?s to a smooth surgery and quick recovery!,Private
34F34TZU7W634U11OKY3D6P3T0DJ22,The only thing that has gone right so far today was the surgery on my toe. *sigh* @sheryl_monk I need a nap.,Private
3SU800BH86ZTATEG2USIGQWHQMPQUJ,A6 Heart Surgery (maybe) and moving home (another maybe) #hope #socialroadtrip,Private
3SU800BH86ZTATEG2USIGQWHQMPUQN,@MissMandy126 And I had surgery on my abdominal area where they cut into my an muscles in 5 places. My core is like nope,Private
356ZPKYPUHOPRQX6CIAIJ6CKHEEYPY,@raaidens my mom has a video of me after my surgery thanking all the doctors for helping me get better and crying,Private
3MZ3TAMYTLUOD3YGLSS42DIBSD4IR4,People who have a shit ton of plastic surgery done to their faces for real scare the shit out of me. Y?all are spooky lookin? as heck.,Private
3AA88CN98PAOGZ0QZQ5ANPQLN48YKX,Shared via Reuters: Obesity linked with disability after joint surgery,Private
31SIZS5W59M1U1MZY0XDBF9XJNLQRF,@cdoty5 welcome back! Did you have another ACL surgery? I've had 3 in total ??,Private
33BFF6QPI1IEVWXJZJVNL6O31AN3WT,AND I HAVE TO STOP MYSELF FROM PERFORMING SURGERY ON IT SMHSMHSMHS THE URGES!!!!!,Private
3126F2F5F8ARLLGFCHYOC3K4Z29PEA,My 11 yr old cousin spent 8 hours in surgery today he's such a brave sweet little boy god bless his heart ????,Private
3D1TUISJWI7GTVQXPMN97O5VZC8IU8,@fvckbluelives @celinedionorg So that video isn?t of Mariah adjusting to her new diet after the gastric sleeve surgery? I?m confused,Private
3OKP4QVBP24IIV64TT6FMBGLDWOAGW,"my mom had surgery done today and everything went good, I ?m so happy ????",Private
36QZ6V1589K5N9TTUYHNBQBI8AAUSC,"Surgery was over a week ago, it?d be really cool if my chest could stop hurting now ?? #anyideas",Private
308KJXFUJRDMN0SADT5MLUVA3QWTAO,@SteveScalise Prayers for a successful surgery & recovery. I am in awe of the progress you have made.,Private
3LOJFQ4BOXMLIO5Z3UIWA4GK5G2KDB,"@SindyBrownGAC82 I just saw this, I?m so sorry Sindy!! Praying for a successful surgery when the time comes, sending healing energy ??????",Private
3X55NP42EONOBN0INXHSTCG78DK3PY,@SteveScalise ?????? Praying for a successful surgery and uneventful recovery.,Private
3QGTX7BCHP9L36PSOP3NZ7G5W8I5ZB,I get surgery tomar and I?m out here at the strip club ???????,Private
3G9UA71JVV1AQVY7UWFY9X6B4GZJ7I,"RRT on my post surgery pt, and didn?t get clocked out until 20:56 ?????? #OneSentenceShift",Private
3RIHDBQ1NE5XKSA4A2E2G2NMMDQHMM,@MeganteCalipari Sending prayers for a quick recovery!! And yes...moms are the best after surgery!!,Private
3OLZC0DJ8JMG6AFXUCXE3A7EDJHIVX,Just found out my t o Misael is having heart surgery tomorrow. ??,Private
3GL25Y68431U6IAJF6WOJOBGA39XMV,@ProfScottThinks @ShonaRobison Have you contacted the surgery in question?,Private
38RHULDV9YMTLZF2KM2APCQSKSJIW7,@mysrkajol but its old pic...probably 2012..Now he had laser surgery,Private
3VLL1PIENQV7BGVAT4ZM8DGWD3LZO8,@petermazza84 @RubinReport They're going to identify as Siamese twins and have conjoining surgery.,Private
3BKZLF990Z6AR2YLCVP7JB2UMA0QYH,@JimmyConrad @ussoccer_mnt Jimmy can you scout me once I recover from my ACL surgery??,Private
3GMLHYZ0LE42JV52T49CTCZJPV6UYQ,@Clintus Hope Baby the best with her surgery! Praying for a speedy recovery back to full health :),Private
31ODACBENUMDVGMCDPXI1PET5P4QS3,@SindyBrownGAC82 Good luck with the surgery & wishing you a speedy recovery ????,Private
374UMBUHN5WAGFP8X71DRPLY3THCT9,"@y_wondery @thinkimreal I'mma do my damndest. Top surgery in March, to start off with.",Private
33J5JKFMK659BZ1XNAWHTH6HD963QP,@LillyTheLegend Did you have surgery? Hope everything is okay!,Private
37SDSEDIN997VSNMEC1YJX6KLJ618K,@Tre11Smith Godspeed for a Safe surgery and Quick and full recovery!,Private
3QREJ3J43344G0TRGBGKTHOPEP4KLR,@Peggyha85570471 @MAGAGwen I don?t know of any gender reassignment surgery that also operates on the ass.,Private
31N9JPQXIPP32AV4M3T2THCMR30HNM,@stephaniehikaru People have surgery to be this fine,Private
31S7M7DAGGX3JJJEAKUCU8BLX2VLTY,@hailsfordayz @PalayeRoyale Me if I?m healed from surgery in time ??,Private
3HJ1EVZS2OQ9N0GX0PLHY7GM9V83RQ,@kazikraze @JoeTrezz Dummy that's the point he is damaged goods he is a career 4 era pitcher who just gut another surgery,Private
374UMBUHN5WAGFP8X71DRPLY3THTCQ,@reedles69 Low-key though that was 100% my best friend lmao she has surgery next week,Private
37G6BXQPLQSCLXHUCUDDC8AE4YVEQQ,Little brothers surgery didn?t go as planned. ??,Private
3XJOUITW8UYEAGZR2P28BUAF78IQTS,Next thing ima start saving up for is this lasik eye surgery cause fuck having to wear glasses all the time ??,Private
3EN4YVUOUCZ45A4YC9JW3WJZ69EXJR,@jenjensenmorse I had surgery on my foot about 8 years ago and was no weight wearing for 6 to 8 weeks. Completely understand!,Private
39TX062QX1VTKW299OR9NP2AACT3XM,@_avakay You don?t need plastic surgery. You?re beautiful just the way you are. P.S. looks aren?t everything.,Private
375VSR8FVWGA8TNQLWGQ28L1OQ6RZA,"Hey, if you pray or practice Reiki can you send some good vibes my stepdad?s way? He?s getting open heart surgery tomorrow ??????",Private
3NI0WFPPI9NKKPJGPE00LERJAWA600,@ZACHxFULLER I broke my arm yesterday from snowmobiling can you please like this sense I'm having surgery done soon,Private
3IV1AEQ4DRKEQ93Q4174NX26F05J85,Keep my little baby boy in your thoughts. He haf surgery today and is staying over night. He's doing a little better.,Private
3Q2T3FD0ONFIQK35VHP0C8MC3893M2,Turns out my surgery schedule is not until the 18th. Lucky me! ^_^ but still nervous.,Private
307L9TDWJYZO82O57I40PNBC8YIN3L,@BeeSting SHE HAS A CHEMICAL UNBALANCE IN THE BRAIN. SURGERY IS INEVITABLE.,Private
3VDVA3ILIDMMO7T4XADMBANI92J1G0,My Grandmother is having surgery to remove a tumor tomorrow and I'm a damn mess.... #FuckCancer,Private
3O2Y2UIUCQ1IG8JVU0DMY4J5HTIKFM,Prayers to get my grandmother through surgery in PR tomorrow morning????????????,Private
3P4ZBJFX2VA9B8DCJEWPMFD040RFWD,@Clintus Poor doggy! I hope the surgery goes smoothly!,Private
3M4KL7H8KVUKRE4YLX40ZJATFOG613,Has anyone had LASIK eye surgery & recommend any good places to go?,Private
37NXA7GVSTDIWBN3FFURVQZ6UNBLVE,@nugent_madison What surgery are you getting,Private
3HEM8MA6H9JGIO6KL8TO6K9II5XPQM,"Why am I being so stupid, I have just scheduled my wisdom teeth surgery 4 days after my birthday... ugh!!! The weekend of the 25th will suck",Private
38O9DZ0A62URGZMU414E42KY7UU62K,"Didn't die in surgery, it's lit",Private
307L9TDWJYZO82O57I40PNBC8YJ3N2,"My dog is home safe from surgery, but needs antibiotics for the next two weeks.",Private
3THR0FZ95P0N6RE6E38D0Y5YYUEOLF,I can?t believe I?m missing cheewies bc of this fucking surgery,Private
36FFXPMST9VLKVVGNITF86CRHD5HO1,"The more I watch Grey's anatomy, the more I wish I would of gone for surgery tech instead of radiology.",Private
3G4VVJO6PZNU7L8P839RAYX9JZ5PKU,@RyanWorobetz Laser eye surgery through the HTC Vive Pro fam,Private
3UUSLRKAULAXN9YFK0TN6ZBYZW27DS,I knew every single one I could have gone back to school and gotten plastic surgery - my two great passions,Private
3B6F54KMR2JPEC2VSA730O6LXDCS1A,dominic is home from surgery should I whip him up some lean?,Private
3T8DUCXY0ND8IHI5LNRMPZKQX8ET99,Thousands of people in Assembly Hall tonight and I?m sitting next to one of my scrub nurses from my surgery three weeks ago??,Private
3UEBBGULPFVWJ4O7OEHO4RS3JKGFUE,oh yeah idk if i said but i got my plane tickets for ramza's top surgery so i can be with them i am excited,Private
3VI0PC2ZAYRI6LVVSMB1BS0L53OXOA,"y'all still trashing people getting plastic surgery?? if someone is happy getting a boob job, let them be!!!!!",Private
39WICJI5ATZIPR2OA6FUKAILICR3ZJ,"@PizzaShep It was this, or plastic surgery..",Private
3H781YYV6TPPDD9MTY78HDL1O5UTEJ,@PhoEver_Van good luck!! that's not a fun surgery??,Private
3DWGDA5POFB564JZM5C8BBQSWH6V1I,@Sara_BearCO @EWFlashback @EW Roseanne in real life had knee surgery.. so... its very realistic with 65 yr old grandmothers,Private
3IQ9O0AYW661TIB8PHXZ2SJTGY1TIS,@people It doesn't even look like her anymore. Way too much plastic surgery,Private
3M47JKRKCX822EOJKIDFETX1TUM68N,@ansonmount Oh no! Poor girl... my old bulldog had to have eyelid surgery but her eyes were much less irritated afterwards!,Private
3ZG552ORAMBCVP1V59CMGU0XONKV2Z,Finally got back to working out after my surgery and it hurts to cough so that means I did it right... Right? ??,Private
38VTL6WC4AKLYGFNS314L073QEE5YK,@Aurora_webgirl I'm so lad to hear that. Praying for him and wish him a quick recovery from his surgery,Private
3UDTAB6HH66728LENL3C5OIL0XI095,As soon as I start to drop some pounds and get back into working out 5 days a week- I have surgery. Come on now ????,Private
3X2LT8FDHWP0WT3PB0QJCNWEHWEW8D,@Essence @AndiMakinana @NaomiCampbell Plastic surgery??,Private
3DA79LNS592M3FTP4EQCYMH4XG53T3,@MsBlaireWhite is it really a her or is there a surgery planned for the pup?,Private
3J5XXLQDHMI1G7XE99QRZ45PU1KV3A,Crazy af them mf give that shit to people faking pain but she had a whole mf major surgery ??,Private
